prompt,debate,model,debater,criterion,score
4,6,claude,Debater 1,persuasion_quality,2.3333333333333335
4,6,claude,Debater 1,preparation_level,4.0
4,6,claude,Debater 1,use_of_examples,5.0
4,6,claude,Debater 2,adaptability_and_responsiveness,-2.0
4,6,claude,Debater 2,argumentation_quality,2.3333333333333335
4,6,claude,Debater 2,coherence_quality,3.0
4,6,claude,Debater 2,engagement_level,0.0
4,6,claude,Debater 2,mastery_of_the_topic,1.0
4,6,claude,Debater 2,organization_and_clarity,1.0
4,6,claude,Debater 2,persuasion_quality,1.6666666666666667
4,6,claude,Debater 2,preparation_level,0.0
4,6,claude,Debater 2,use_of_examples,2.6666666666666665
4,6,claude,Debater 3,adaptability_and_responsiveness,1.3333333333333333
4,6,claude,Debater 3,argumentation_quality,2.0
4,6,claude,Debater 3,coherence_quality,3.0
4,6,claude,Debater 3,engagement_level,2.3333333333333335
4,6,claude,Debater 3,mastery_of_the_topic,0.6666666666666666
4,6,claude,Debater 3,organization_and_clarity,3.3333333333333335
4,6,claude,Debater 3,persuasion_quality,0.6666666666666666
4,6,claude,Debater 3,preparation_level,1.0
4,6,claude,Debater 3,use_of_examples,2.0
4,6,claude,Debater 4,adaptability_and_responsiveness,5.333333333333333
4,6,claude,Debater 4,argumentation_quality,2.6666666666666665
4,6,claude,Debater 4,coherence_quality,2.6666666666666665
4,6,claude,Debater 4,engagement_level,4.333333333333333
4,6,claude,Debater 4,mastery_of_the_topic,1.3333333333333333
4,6,claude,Debater 4,organization_and_clarity,3.0
4,6,claude,Debater 4,persuasion_quality,2.0
4,6,claude,Debater 4,preparation_level,0.0
4,6,claude,Debater 4,use_of_examples,2.6666666666666665
4,6,gemini,Debater 1,adaptability_and_responsiveness,9.0
4,6,gemini,Debater 1,argumentation_quality,18.0
4,6,gemini,Debater 1,coherence_quality,8.0
4,6,gemini,Debater 1,engagement_level,7.0
4,6,gemini,Debater 1,mastery_of_the_topic,4.0
4,6,gemini,Debater 1,organization_and_clarity,3.0
4,6,gemini,Debater 1,persuasion_quality,4.0
4,6,gemini,Debater 1,preparation_level,2.0
4,6,gemini,Debater 1,use_of_examples,6.0
4,6,gemini,Debater 2,adaptability_and_responsiveness,3.0
4,6,gemini,Debater 2,argumentation_quality,17.0
4,6,gemini,Debater 2,coherence_quality,11.0
4,6,gemini,Debater 2,engagement_level,1.0
4,6,gemini,Debater 2,mastery_of_the_topic,2.0
4,6,gemini,Debater 2,organization_and_clarity,2.0
4,6,gemini,Debater 2,persuasion_quality,3.0
4,6,gemini,Debater 2,preparation_level,0.0
4,6,gemini,Debater 2,use_of_examples,8.0
4,6,gemini,Debater 3,adaptability_and_responsiveness,4.0
4,6,gemini,Debater 3,argumentation_quality,17.0
4,6,gemini,Debater 3,coherence_quality,10.0
4,6,gemini,Debater 3,engagement_level,4.0
4,6,gemini,Debater 3,mastery_of_the_topic,4.0
4,6,gemini,Debater 3,organization_and_clarity,2.0
4,6,gemini,Debater 3,persuasion_quality,4.0
4,6,gemini,Debater 3,preparation_level,0.0
4,6,gemini,Debater 3,use_of_examples,3.0
4,6,gemini,Debater 4,adaptability_and_responsiveness,5.0
4,6,gemini,Debater 4,argumentation_quality,12.0
4,6,gemini,Debater 4,coherence_quality,7.0
4,6,gemini,Debater 4,engagement_level,5.0
4,6,gemini,Debater 4,mastery_of_the_topic,2.0
4,6,gemini,Debater 4,organization_and_clarity,2.0
4,6,gemini,Debater 4,persuasion_quality,6.0
4,6,gemini,Debater 4,preparation_level,0.0
4,6,gemini,Debater 4,use_of_examples,3.0
4,6,gpt4o,Debater 1,adaptability_and_responsiveness,1.3333333333333333
4,6,gpt4o,Debater 1,argumentation_quality,3.3333333333333335
4,6,gpt4o,Debater 1,coherence_quality,2.6666666666666665
4,6,gpt4o,Debater 1,engagement_level,3.0
4,6,gpt4o,Debater 1,mastery_of_the_topic,2.3333333333333335
4,6,gpt4o,Debater 1,organization_and_clarity,3.3333333333333335
4,6,gpt4o,Debater 1,persuasion_quality,2.0
4,6,gpt4o,Debater 1,preparation_level,2.0
4,6,gpt4o,Debater 1,use_of_examples,2.0
4,6,gpt4o,Debater 2,adaptability_and_responsiveness,0.3333333333333333
4,6,gpt4o,Debater 2,argumentation_quality,1.3333333333333333
4,6,gpt4o,Debater 2,coherence_quality,1.0
4,6,gpt4o,Debater 2,engagement_level,1.0
4,6,gpt4o,Debater 2,mastery_of_the_topic,1.0
4,6,gpt4o,Debater 2,organization_and_clarity,1.3333333333333333
4,6,gpt4o,Debater 2,persuasion_quality,1.0
4,6,gpt4o,Debater 2,preparation_level,1.0
4,6,gpt4o,Debater 2,use_of_examples,1.0
4,6,gpt4o,Debater 3,adaptability_and_responsiveness,1.0
4,6,gpt4o,Debater 3,argumentation_quality,2.0
4,6,gpt4o,Debater 3,coherence_quality,2.0
4,6,gpt4o,Debater 3,engagement_level,1.6666666666666667
4,6,gpt4o,Debater 3,mastery_of_the_topic,1.0
4,6,gpt4o,Debater 3,organization_and_clarity,2.0
4,6,gpt4o,Debater 3,persuasion_quality,1.0
4,6,gpt4o,Debater 3,preparation_level,1.0
4,6,gpt4o,Debater 3,use_of_examples,1.0
4,6,gpt4o,Debater 4,adaptability_and_responsiveness,1.0
4,6,gpt4o,Debater 4,argumentation_quality,1.0
4,6,gpt4o,Debater 4,coherence_quality,1.0
4,6,gpt4o,Debater 4,engagement_level,2.0
4,6,gpt4o,Debater 4,mastery_of_the_topic,1.0
4,6,gpt4o,Debater 4,organization_and_clarity,1.0
4,6,gpt4o,Debater 4,persuasion_quality,1.0
4,6,gpt4o,Debater 4,preparation_level,1.0
4,6,gpt4o,Debater 4,use_of_examples,1.6666666666666667
4,7,claude,Debater 1,adaptability_and_responsiveness,-3.6666666666666665
4,7,claude,Debater 1,argumentation_quality,-3.0
4,7,claude,Debater 1,coherence_quality,-2.6666666666666665
4,7,claude,Debater 1,engagement_level,-1.0
4,7,claude,Debater 1,mastery_of_the_topic,-3.3333333333333335
4,7,claude,Debater 1,organization_and_clarity,-2.0
4,7,claude,Debater 1,persuasion_quality,-3.6666666666666665
4,7,claude,Debater 1,preparation_level,-3.6666666666666665
4,7,claude,Debater 1,use_of_examples,2.6666666666666665
4,7,claude,Debater 2,adaptability_and_responsiveness,3.0
4,7,claude,Debater 2,argumentation_quality,5.333333333333333
4,7,claude,Debater 2,coherence_quality,5.0
4,7,claude,Debater 2,engagement_level,4.666666666666667
4,7,claude,Debater 2,mastery_of_the_topic,4.0
4,7,claude,Debater 2,organization_and_clarity,4.333333333333333
4,7,claude,Debater 2,persuasion_quality,3.0
4,7,claude,Debater 2,preparation_level,2.3333333333333335
4,7,claude,Debater 2,use_of_examples,3.3333333333333335
4,7,claude,Debater 3,adaptability_and_responsiveness,1.3333333333333333
4,7,claude,Debater 3,argumentation_quality,3.6666666666666665
4,7,claude,Debater 3,coherence_quality,3.6666666666666665
4,7,claude,Debater 3,engagement_level,5.0
4,7,claude,Debater 3,mastery_of_the_topic,2.3333333333333335
4,7,claude,Debater 3,organization_and_clarity,2.6666666666666665
4,7,claude,Debater 3,persuasion_quality,1.6666666666666667
4,7,claude,Debater 3,preparation_level,1.3333333333333333
4,7,claude,Debater 3,use_of_examples,4.0
4,7,claude,Debater 4,adaptability_and_responsiveness,3.3333333333333335
4,7,claude,Debater 4,argumentation_quality,3.3333333333333335
4,7,claude,Debater 4,coherence_quality,4.666666666666667
4,7,claude,Debater 4,engagement_level,6.0
4,7,claude,Debater 4,mastery_of_the_topic,2.6666666666666665
4,7,claude,Debater 4,organization_and_clarity,3.3333333333333335
4,7,claude,Debater 4,persuasion_quality,1.6666666666666667
4,7,claude,Debater 4,preparation_level,1.3333333333333333
4,7,claude,Debater 4,use_of_examples,3.6666666666666665
4,7,gemini,DEBATER1,adaptability_and_responsiveness,-2.0
4,7,gemini,DEBATER1,argumentation_quality,7.0
4,7,gemini,DEBATER1,coherence_quality,3.0
4,7,gemini,DEBATER1,engagement_level,-3.0
4,7,gemini,DEBATER1,mastery_of_the_topic,2.0
4,7,gemini,DEBATER1,organization_and_clarity,4.0
4,7,gemini,DEBATER1,persuasion_quality,-3.0
4,7,gemini,DEBATER1,preparation_level,0.0
4,7,gemini,DEBATER1,use_of_examples,6.0
4,7,gemini,DEBATER2,adaptability_and_responsiveness,6.0
4,7,gemini,DEBATER2,argumentation_quality,10.0
4,7,gemini,DEBATER2,coherence_quality,9.0
4,7,gemini,DEBATER2,engagement_level,8.0
4,7,gemini,DEBATER2,mastery_of_the_topic,6.0
4,7,gemini,DEBATER2,organization_and_clarity,6.0
4,7,gemini,DEBATER2,persuasion_quality,6.0
4,7,gemini,DEBATER2,preparation_level,0.0
4,7,gemini,DEBATER2,use_of_examples,2.0
4,7,gemini,DEBATER3,adaptability_and_responsiveness,2.0
4,7,gemini,DEBATER3,argumentation_quality,8.0
4,7,gemini,DEBATER3,coherence_quality,2.0
4,7,gemini,DEBATER3,engagement_level,2.0
4,7,gemini,DEBATER3,mastery_of_the_topic,4.0
4,7,gemini,DEBATER3,organization_and_clarity,2.0
4,7,gemini,DEBATER3,persuasion_quality,-1.0
4,7,gemini,DEBATER3,preparation_level,0.0
4,7,gemini,DEBATER3,use_of_examples,5.0
4,7,gemini,DEBATER4,adaptability_and_responsiveness,3.0
4,7,gemini,DEBATER4,argumentation_quality,9.0
4,7,gemini,DEBATER4,coherence_quality,7.0
4,7,gemini,DEBATER4,engagement_level,8.0
4,7,gemini,DEBATER4,mastery_of_the_topic,6.0
4,7,gemini,DEBATER4,organization_and_clarity,5.0
4,7,gemini,DEBATER4,persuasion_quality,4.0
4,7,gemini,DEBATER4,preparation_level,0.0
4,7,gemini,DEBATER4,use_of_examples,2.0
4,7,gemini,Debater 1,adaptability_and_responsiveness,3.0
4,7,gemini,Debater 1,argumentation_quality,7.0
4,7,gemini,Debater 1,coherence_quality,1.0
4,7,gemini,Debater 1,engagement_level,0.0
4,7,gemini,Debater 1,mastery_of_the_topic,4.0
4,7,gemini,Debater 1,organization_and_clarity,1.0
4,7,gemini,Debater 1,persuasion_quality,2.0
4,7,gemini,Debater 1,preparation_level,0.0
4,7,gemini,Debater 1,use_of_examples,4.0
4,7,gemini,Debater 2,adaptability_and_responsiveness,2.0
4,7,gemini,Debater 2,argumentation_quality,7.0
4,7,gemini,Debater 2,coherence_quality,7.0
4,7,gemini,Debater 2,engagement_level,2.0
4,7,gemini,Debater 2,mastery_of_the_topic,4.0
4,7,gemini,Debater 2,organization_and_clarity,4.0
4,7,gemini,Debater 2,persuasion_quality,1.0
4,7,gemini,Debater 2,preparation_level,0.0
4,7,gemini,Debater 2,use_of_examples,2.0
4,7,gemini,Debater 3,adaptability_and_responsiveness,1.0
4,7,gemini,Debater 3,argumentation_quality,6.0
4,7,gemini,Debater 3,coherence_quality,4.0
4,7,gemini,Debater 3,engagement_level,2.0
4,7,gemini,Debater 3,mastery_of_the_topic,1.0
4,7,gemini,Debater 3,organization_and_clarity,2.0
4,7,gemini,Debater 3,persuasion_quality,2.0
4,7,gemini,Debater 3,preparation_level,1.0
4,7,gemini,Debater 3,use_of_examples,5.0
4,7,gemini,Debater 4,adaptability_and_responsiveness,2.0
4,7,gemini,Debater 4,argumentation_quality,8.0
4,7,gemini,Debater 4,coherence_quality,5.0
4,7,gemini,Debater 4,engagement_level,1.0
4,7,gemini,Debater 4,mastery_of_the_topic,1.0
4,7,gemini,Debater 4,organization_and_clarity,1.0
4,7,gemini,Debater 4,persuasion_quality,1.0
4,7,gemini,Debater 4,preparation_level,0.0
4,7,gemini,Debater 4,use_of_examples,2.0
4,7,gpt4o,Debater 1,adaptability_and_responsiveness,-1.0
4,7,gpt4o,Debater 1,argumentation_quality,1.0
4,7,gpt4o,Debater 1,coherence_quality,0.0
4,7,gpt4o,Debater 1,engagement_level,1.0
4,7,gpt4o,Debater 1,mastery_of_the_topic,0.0
4,7,gpt4o,Debater 1,organization_and_clarity,0.0
4,7,gpt4o,Debater 1,persuasion_quality,0.0
4,7,gpt4o,Debater 1,preparation_level,0.0
4,7,gpt4o,Debater 1,use_of_examples,2.0
4,7,gpt4o,Debater 2,adaptability_and_responsiveness,1.0
4,7,gpt4o,Debater 2,argumentation_quality,2.0
4,7,gpt4o,Debater 2,coherence_quality,2.0
4,7,gpt4o,Debater 2,engagement_level,1.3333333333333333
4,7,gpt4o,Debater 2,mastery_of_the_topic,1.0
4,7,gpt4o,Debater 2,organization_and_clarity,2.0
4,7,gpt4o,Debater 2,persuasion_quality,1.0
4,7,gpt4o,Debater 2,preparation_level,1.0
4,7,gpt4o,Debater 2,use_of_examples,1.0
4,7,gpt4o,Debater 3,adaptability_and_responsiveness,1.0
4,7,gpt4o,Debater 3,argumentation_quality,1.0
4,7,gpt4o,Debater 3,coherence_quality,1.0
4,7,gpt4o,Debater 3,engagement_level,1.0
4,7,gpt4o,Debater 3,mastery_of_the_topic,1.0
4,7,gpt4o,Debater 3,organization_and_clarity,1.0
4,7,gpt4o,Debater 3,persuasion_quality,0.0
4,7,gpt4o,Debater 3,preparation_level,0.3333333333333333
4,7,gpt4o,Debater 3,use_of_examples,1.3333333333333333
4,7,gpt4o,Debater 4,adaptability_and_responsiveness,1.0
4,7,gpt4o,Debater 4,argumentation_quality,1.0
4,7,gpt4o,Debater 4,coherence_quality,1.0
4,7,gpt4o,Debater 4,engagement_level,1.0
4,7,gpt4o,Debater 4,mastery_of_the_topic,1.0
4,7,gpt4o,Debater 4,organization_and_clarity,1.0
4,7,gpt4o,Debater 4,persuasion_quality,0.0
4,7,gpt4o,Debater 4,preparation_level,0.3333333333333333
4,7,gpt4o,Debater 4,use_of_examples,1.3333333333333333
4,8,claude,DEBATER1,adaptability_and_responsiveness,3.3333333333333335
4,8,claude,DEBATER1,argumentation_quality,3.0
4,8,claude,DEBATER1,coherence_quality,0.0
4,8,claude,DEBATER1,engagement_level,5.0
4,8,claude,DEBATER1,mastery_of_the_topic,1.6666666666666667
4,8,claude,DEBATER1,organization_and_clarity,-2.0
4,8,claude,DEBATER1,persuasion_quality,1.3333333333333333
4,8,claude,DEBATER1,preparation_level,-1.0
4,8,claude,DEBATER1,use_of_examples,2.0
4,8,claude,DEBATER2,adaptability_and_responsiveness,2.3333333333333335
4,8,claude,DEBATER2,argumentation_quality,4.0
4,8,claude,DEBATER2,coherence_quality,4.0
4,8,claude,DEBATER2,engagement_level,3.0
4,8,claude,DEBATER2,mastery_of_the_topic,2.6666666666666665
4,8,claude,DEBATER2,organization_and_clarity,3.0
4,8,claude,DEBATER2,persuasion_quality,2.0
4,8,claude,DEBATER2,preparation_level,0.0
4,8,claude,DEBATER2,use_of_examples,3.0
4,8,claude,DEBATER3,adaptability_and_responsiveness,4.0
4,8,claude,DEBATER3,argumentation_quality,3.0
4,8,claude,DEBATER3,coherence_quality,1.6666666666666667
4,8,claude,DEBATER3,engagement_level,4.0
4,8,claude,DEBATER3,mastery_of_the_topic,2.6666666666666665
4,8,claude,DEBATER3,organization_and_clarity,2.0
4,8,claude,DEBATER3,persuasion_quality,3.0
4,8,claude,DEBATER3,preparation_level,2.3333333333333335
4,8,claude,DEBATER3,use_of_examples,5.0
4,8,gemini,DEBATER1,adaptability_and_responsiveness,6.0
4,8,gemini,DEBATER1,argumentation_quality,12.0
4,8,gemini,DEBATER1,coherence_quality,6.0
4,8,gemini,DEBATER1,engagement_level,10.0
4,8,gemini,DEBATER1,mastery_of_the_topic,6.0
4,8,gemini,DEBATER1,organization_and_clarity,8.0
4,8,gemini,DEBATER1,persuasion_quality,6.0
4,8,gemini,DEBATER1,preparation_level,4.0
4,8,gemini,DEBATER1,use_of_examples,3.0
4,8,gemini,DEBATER2,adaptability_and_responsiveness,4.0
4,8,gemini,DEBATER2,argumentation_quality,8.0
4,8,gemini,DEBATER2,coherence_quality,1.0
4,8,gemini,DEBATER2,engagement_level,6.0
4,8,gemini,DEBATER2,mastery_of_the_topic,6.0
4,8,gemini,DEBATER2,organization_and_clarity,6.0
4,8,gemini,DEBATER2,persuasion_quality,4.0
4,8,gemini,DEBATER2,preparation_level,3.0
4,8,gemini,DEBATER2,use_of_examples,5.0
4,8,gemini,DEBATER3,adaptability_and_responsiveness,7.0
4,8,gemini,DEBATER3,argumentation_quality,13.0
4,8,gemini,DEBATER3,coherence_quality,6.0
4,8,gemini,DEBATER3,engagement_level,8.0
4,8,gemini,DEBATER3,mastery_of_the_topic,7.0
4,8,gemini,DEBATER3,organization_and_clarity,14.0
4,8,gemini,DEBATER3,persuasion_quality,7.0
4,8,gemini,DEBATER3,preparation_level,5.0
4,8,gemini,DEBATER3,use_of_examples,6.0
4,8,gemini,Debater 1,adaptability_and_responsiveness,15.0
4,8,gemini,Debater 1,argumentation_quality,24.0
4,8,gemini,Debater 1,coherence_quality,10.0
4,8,gemini,Debater 1,engagement_level,8.0
4,8,gemini,Debater 1,mastery_of_the_topic,2.0
4,8,gemini,Debater 1,organization_and_clarity,4.0
4,8,gemini,Debater 1,persuasion_quality,3.0
4,8,gemini,Debater 1,preparation_level,1.0
4,8,gemini,Debater 1,use_of_examples,4.0
4,8,gemini,Debater 2,adaptability_and_responsiveness,12.0
4,8,gemini,Debater 2,argumentation_quality,15.0
4,8,gemini,Debater 2,coherence_quality,6.0
4,8,gemini,Debater 2,engagement_level,2.0
4,8,gemini,Debater 2,mastery_of_the_topic,4.0
4,8,gemini,Debater 2,organization_and_clarity,1.0
4,8,gemini,Debater 2,persuasion_quality,0.0
4,8,gemini,Debater 2,preparation_level,0.0
4,8,gemini,Debater 2,use_of_examples,7.0
4,8,gemini,Debater 3,adaptability_and_responsiveness,18.0
4,8,gemini,Debater 3,argumentation_quality,16.0
4,8,gemini,Debater 3,coherence_quality,3.0
4,8,gemini,Debater 3,engagement_level,8.0
4,8,gemini,Debater 3,mastery_of_the_topic,2.0
4,8,gemini,Debater 3,organization_and_clarity,4.0
4,8,gemini,Debater 3,persuasion_quality,3.0
4,8,gemini,Debater 3,preparation_level,0.0
4,8,gemini,Debater 3,use_of_examples,5.0
4,8,gpt4o,Debater 1,adaptability_and_responsiveness,0.6666666666666666
4,8,gpt4o,Debater 1,argumentation_quality,3.0
4,8,gpt4o,Debater 1,coherence_quality,2.3333333333333335
4,8,gpt4o,Debater 1,engagement_level,2.0
4,8,gpt4o,Debater 1,mastery_of_the_topic,1.6666666666666667
4,8,gpt4o,Debater 1,organization_and_clarity,2.6666666666666665
4,8,gpt4o,Debater 1,persuasion_quality,2.3333333333333335
4,8,gpt4o,Debater 1,preparation_level,1.6666666666666667
4,8,gpt4o,Debater 1,use_of_examples,2.3333333333333335
4,8,gpt4o,Debater 2,adaptability_and_responsiveness,1.0
4,8,gpt4o,Debater 2,argumentation_quality,2.6666666666666665
4,8,gpt4o,Debater 2,coherence_quality,2.0
4,8,gpt4o,Debater 2,engagement_level,2.0
4,8,gpt4o,Debater 2,mastery_of_the_topic,2.0
4,8,gpt4o,Debater 2,organization_and_clarity,2.3333333333333335
4,8,gpt4o,Debater 2,persuasion_quality,2.0
4,8,gpt4o,Debater 2,preparation_level,2.0
4,8,gpt4o,Debater 2,use_of_examples,1.3333333333333333
4,8,gpt4o,Debater 3,adaptability_and_responsiveness,1.0
4,8,gpt4o,Debater 3,argumentation_quality,1.6666666666666667
4,8,gpt4o,Debater 3,coherence_quality,1.0
4,8,gpt4o,Debater 3,engagement_level,2.0
4,8,gpt4o,Debater 3,mastery_of_the_topic,1.0
4,8,gpt4o,Debater 3,organization_and_clarity,1.0
4,8,gpt4o,Debater 3,persuasion_quality,1.0
4,8,gpt4o,Debater 3,preparation_level,1.0
4,8,gpt4o,Debater 3,use_of_examples,3.0
4,9,claude,Debater 1,adaptability_and_responsiveness,5.0
4,9,claude,Debater 1,argumentation_quality,6.333333333333333
4,9,claude,Debater 1,coherence_quality,5.0
4,9,claude,Debater 1,engagement_level,6.0
4,9,claude,Debater 1,mastery_of_the_topic,4.0
4,9,claude,Debater 1,organization_and_clarity,5.0
4,9,claude,Debater 1,persuasion_quality,4.0
4,9,claude,Debater 1,preparation_level,5.0
4,9,claude,Debater 1,use_of_examples,6.666666666666667
4,9,claude,Debater 2,adaptability_and_responsiveness,3.0
4,9,claude,Debater 2,argumentation_quality,3.0
4,9,claude,Debater 2,coherence_quality,4.0
4,9,claude,Debater 2,engagement_level,7.0
4,9,claude,Debater 2,mastery_of_the_topic,0.6666666666666666
4,9,claude,Debater 2,organization_and_clarity,3.0
4,9,claude,Debater 2,persuasion_quality,3.3333333333333335
4,9,claude,Debater 2,preparation_level,1.0
4,9,claude,Debater 2,use_of_examples,5.666666666666667
4,9,claude,Debater 3,adaptability_and_responsiveness,-3.0
4,9,claude,Debater 3,argumentation_quality,-4.0
4,9,claude,Debater 3,coherence_quality,-1.0
4,9,claude,Debater 3,engagement_level,-5.0
4,9,claude,Debater 3,mastery_of_the_topic,-5.666666666666667
4,9,claude,Debater 3,organization_and_clarity,-2.3333333333333335
4,9,claude,Debater 3,persuasion_quality,-3.0
4,9,claude,Debater 3,preparation_level,-5.0
4,9,claude,Debater 3,use_of_examples,-3.0
4,9,claude,Debater 4,adaptability_and_responsiveness,3.0
4,9,claude,Debater 4,argumentation_quality,5.333333333333333
4,9,claude,Debater 4,coherence_quality,4.0
4,9,claude,Debater 4,engagement_level,4.0
4,9,claude,Debater 4,mastery_of_the_topic,3.0
4,9,claude,Debater 4,organization_and_clarity,4.0
4,9,claude,Debater 4,persuasion_quality,2.3333333333333335
4,9,claude,Debater 4,preparation_level,2.6666666666666665
4,9,claude,Debater 4,use_of_examples,3.0
4,9,gemini,DEBATER1,adaptability_and_responsiveness,8.0
4,9,gemini,DEBATER1,argumentation_quality,18.0
4,9,gemini,DEBATER1,coherence_quality,11.0
4,9,gemini,DEBATER1,engagement_level,3.0
4,9,gemini,DEBATER1,mastery_of_the_topic,13.0
4,9,gemini,DEBATER1,organization_and_clarity,6.0
4,9,gemini,DEBATER1,persuasion_quality,0.0
4,9,gemini,DEBATER1,preparation_level,0.0
4,9,gemini,DEBATER1,use_of_examples,9.0
4,9,gemini,DEBATER2,adaptability_and_responsiveness,4.0
4,9,gemini,DEBATER2,argumentation_quality,12.0
4,9,gemini,DEBATER2,coherence_quality,10.0
4,9,gemini,DEBATER2,engagement_level,3.0
4,9,gemini,DEBATER2,mastery_of_the_topic,7.0
4,9,gemini,DEBATER2,organization_and_clarity,0.0
4,9,gemini,DEBATER2,persuasion_quality,5.0
4,9,gemini,DEBATER2,preparation_level,0.0
4,9,gemini,DEBATER2,use_of_examples,3.0
4,9,gemini,DEBATER3,adaptability_and_responsiveness,3.0
4,9,gemini,DEBATER3,argumentation_quality,0.0
4,9,gemini,DEBATER3,coherence_quality,1.0
4,9,gemini,DEBATER3,engagement_level,2.0
4,9,gemini,DEBATER3,mastery_of_the_topic,0.0
4,9,gemini,DEBATER3,organization_and_clarity,-1.0
4,9,gemini,DEBATER3,persuasion_quality,0.0
4,9,gemini,DEBATER3,preparation_level,0.0
4,9,gemini,DEBATER3,use_of_examples,0.0
4,9,gemini,DEBATER4,adaptability_and_responsiveness,4.0
4,9,gemini,DEBATER4,argumentation_quality,10.0
4,9,gemini,DEBATER4,coherence_quality,8.0
4,9,gemini,DEBATER4,engagement_level,3.0
